✂️	scissors	cut|cutting|paper|tool
👫	woman and man holding hands	bae|bestie|bff|couple|dating|flirt|friends|hand|hold|man|twins|woman|and|holding|hands
👣	footprints	barefoot|clothing|footprint|omw|print|walk
🐯	tiger face	animal|big|cat|face|predator|tiger
🎮	video game	controller|entertainment|game|video
🍵	teacup without handle	beverage|cup|drink|handle|oolong|tea|teacup|without
🐦	bird	animal|ornithology
🇬🇧	flag: united kingdom	flag|flag:|united|kingdom
〰️	wavy dash	dash|punctuation|wavy
👭	women holding hands	bae|bestie|bff|couple|dating|flirt|friends|girls|hand|hold|sisters|twins|women|holding|hands
🐬	dolphin	animal|beach|flipper|ocean
🍟	french fries	fast|food|french|fries
👙	bikini	bathing|beach|clothing|pool|suit|swim
✖️	multiply	×|cancel|multiplication|sign|x
📩	envelope with arrow	arrow|communication|down|e-mail|email|envelope|letter|mail|outgoing|send|sent|with
👵	old woman	adult|elderly|grandma|grandmother|granny|lady|old|wise|woman
🍨	ice cream	cream|dessert|food|ice|restaurant|sweet
🇫🇷	flag: france	flag|flag:|france
🐖	pig	animal|bacon|farm|pork|sow
✝️	latin cross	christ|christian|cross|latin|religion
♻️	recycling symbol	recycle|recycling|symbol
🥊	boxing glove	boxing|glove
🦅	eagle	animal|bird|ornithology
💬	speech balloon	balloon|bubble|comic|dialog|message|sms|speech|talk|text|typing
🇨🇱	flag: chile	flag|flag:|chile
🐢	turtle	animal|terrapin|tortoise
🔰	japanese symbol for beginner	beginner|chevron|green|japanese|leaf|symbol|tool|yellow|for
🔶	large orange diamond	diamond|geometric|large|orange
🎗️	reminder ribbon	celebration|reminder|ribbon
💄	lipstick	cosmetics|date|makeup
👠	high-heeled shoe	clothes|clothing|dress|fashion|heel|heels|high-heeled|shoe|shoes|shopping|stiletto|woman
🥕	carrot	food|vegetable
➖	minus	-|−|heavy|math|sign
🐺	wolf	animal|face
📖	open book	book|education|fantasy|knowledge|library|novels|open|reading
🍍	pineapple	colada|fruit|pina|tropical
🌃	night with stars	night|star|stars|with
✴️	eight-pointed star	*|eight-pointed|star
🌌	milky way	milky|space|way
🐓	rooster	animal|bird|ornithology
👂	ear	body|ears|hear|hearing|listen|listening|sound
🍤	fried shrimp	fried|prawn|shrimp|tempura
🐐	goat	animal|capricorn|farm|milk|zodiac
🔻	red triangle pointed down	down|geometric|pointed|red|triangle
💻	laptop	computer|office|pc|personal
🦐	shrimp	food|shellfish|small
🇩🇪	flag: germany	flag|flag:|germany
🌛	first quarter moon face	face|first|moon|quarter|space
↘️	down-right arrow	arrow|direction|down-right|intercardinal|southeast
✏️	pencil	
🧘	person in lotus position	cross|legged|legs|lotus|meditation|peace|person|position|relax|serenity|yoga|yogi|zen|in
🥁	drum	drumsticks|music
🏖️	beach with umbrella	beach|umbrella|with
⚜️	fleur-de-lis	knights
❕	white exclamation mark	!|bang|exclamation|mark|outlined|punctuation|white
🅰️	a button (blood type)	blood|button|type|(blood|type)
🚴	person biking	bicycle|bicyclist|bike|biking|cycle|cyclist|person|riding|sport
💠	diamond with a dot	comic|diamond|dot|geometric|with
㊗️	japanese “congratulations” button	button|congratulations|ideograph|japanese|“congratulations”
🐙	octopus	animal|creature|ocean
♣️	club suit	card|club|clubs|game|suit
🍡	dango	dessert|japanese|skewer|stick|sweet
⏩	fast-forward button	arrow|button|double|fast|fast-forward|forward
🎨	artist palette	art|artist|artsy|arty|colorful|creative|entertainment|museum|painter|painting|palette
🐠	tropical fish	animal|fish|fishes|tropical
🇰🇷	flag: south korea	flag|flag:|south|korea
🍗	poultry leg	bone|chicken|drumstick|hungry|leg|poultry|turkey
🚮	litter in bin sign	bin|litter|litterbin|sign|in
▫️	white small square	geometric|small|square|white
🌪️	tornado	cloud|weather|whirlwind
😼	cat with wry smile	animal|cat|face|ironic|smile|wry|with
👤	bust in silhouette	bust|mysterious|shadow|silhouette|in
🏊	person swimming	freestyle|person|sport|swim|swimmer|swimming|triathlon
🌽	ear of corn	corn|crops|ear|farm|maize|maze|of
🎩	top hat	clothes|clothing|fancy|formal|hat|magic|top|tophat
🇪🇸	flag: spain	flag|flag:|spain
🎹	musical keyboard	instrument|keyboard|music|musical|piano
🍈	melon	cantaloupe|fruit
◀️	reverse button	arrow|button|left|reverse|triangle
↔️	left-right arrow	arrow|left-right
🏡	house with garden	building|country|garden|heart|home|house|ranch|settle|simple|suburban|suburbia|where|with
🇵🇰	flag: pakistan	flag|flag:|pakistan
🎇	sparkler	boom|celebration|fireworks|sparkle
🥩	cut of meat	chop|cut|lambchop|meat|porkchop|red|steak|of
🐞	lady beetle	animal|beetle|garden|insect|lady|ladybird|ladybug|nature
3️⃣	keycap: 3	3|keycap|three|keycap:
⬅️	left arrow	arrow|cardinal|direction|left|west
🌐	globe with meridians	earth|globe|internet|meridians|web|world|worldwide|with
↗️	up-right arrow	arrow|direction|intercardinal|northeast|up-right
🍽️	fork and knife with plate	cooking|dinner|eat|fork|knife|plate|and|with
🧀	cheese wedge	cheese|wedge
🥦	broccoli	cabbage|wild
🐜	ant	animal|garden|insect
⚔️	crossed swords	crossed|swords|weapon
😺	grinning cat	animal|cat|face|grinning|mouth|open|smile|smiling
🥞	pancakes	breakfast|crêpe|food|hotcake|pancake
🏄	person surfing	beach|ocean|person|sport|surf|surfer|surfing|swell|waves
🔨	hammer	home|improvement|repairs|tool
🏝️	desert island	desert|island
🔆	bright button	bright|brightness|button|light
👥	busts in silhouette	bff|bust|busts|everyone|friend|friends|people|silhouette|in
👓	glasses	clothing|eye|eyeglasses|eyewear
🥒	cucumber	food|pickle|vegetable
🏈	american football	american|ball|bowl|football|sport|super
🇵🇭	flag: philippines	flag|flag:|philippines
🏋️	person lifting weights	barbell|bodybuilder|deadlift|lifter|lifting|person|powerlifting|weight|weightlifter|weights|workout
0️⃣	keycap: 0	0|keycap|zero|keycap:
🚘	oncoming automobile	automobile|car|cars|drove|oncoming|vehicle
🦖	t-rex	dinosaur|rex|t|tyrannosaurus
🌕	full moon	full|moon|space
🎭	performing arts	actor|actress|art|arts|entertainment|mask|performing|theater|theatre|thespian
👾	alien monster	alien|creature|extraterrestrial|face|fairy|fairytale|fantasy|game|gamer|games|monster|pixelated|space|tale|ufo
🍳	cooking	breakfast|easy|egg|fry|frying|over|pan|restaurant|side|sunny|up
🏵️	rosette	plant
🍧	shaved ice	dessert|ice|restaurant|shaved|sweet
🔗	link	links
🕋	kaaba	hajj|islam|muslim|religion|umrah
☃️	snowman	cold|man|snow
🌅	sunrise	morning|nature|sun
🤴	prince	crown|fairy|fairytale|fantasy|king|royal|royalty|tale
🖖	vulcan salute	finger|hand|hands|salute|vulcan
🐊	crocodile	animal|zoo
🐘	elephant	animal
🌤️	sun behind small cloud	behind|cloud|sun|weather|small
🥑	avocado	food|fruit
🥚	egg	breakfast|food
⛈️	cloud with lightning and rain	cloud|lightning|rain|thunder|thunderstorm|with|and
🐵	monkey face	animal|banana|face|monkey
🔜	soon arrow	arrow|brb|omw|soon
🍶	sake	bar|beverage|bottle|cup|drink|restaurant
🐄	cow	animal|animals|farm|milk|moo
🇻🇪	flag: venezuela	flag|flag:|venezuela
🐮	cow face	animal|cow|face|farm|milk|moo
🦈	shark	animal|fish
🚲	bicycle	bike|class|cycle|cycling|cyclist|gang|ride|spin|spinning
⛔	no entry	do|entry|fail|forbidden|no|not|pass|prohibited|traffic
🕯️	candle	light
➕	plus	+
🔺	red triangle pointed up	geometric|pointed|red|triangle|up
💇	person getting haircut	barber|beauty|chop|cosmetology|cut|groom|hair|haircut|parlor|person|shears|style|getting
🧠	brain	intelligent|smart
📻	radio	entertainment|tbt|video
🥤	cup with straw	cup|drink|juice|malt|soda|soft|straw|water|with
🍝	spaghetti	food|meatballs|pasta|restaurant
🍥	fish cake with swirl	cake|fish|food|pastry|restaurant|swirl|with
💴	yen banknote	bank|banknote|bill|currency|money|note|yen
🌬️	wind face	blow|cloud|face|wind
🥓	bacon	breakfast|food|meat
🙍	person frowning	annoyed|disappointed|disgruntled|disturbed|frown|frowning|frustrated|gesture|irritated|person|upset
⚓	anchor	ship|tool
👰	person with veil	person|veil|wedding|with
🐂	ox	animal|animals|bull|farm|taurus|zodiac
📽️	film projector	cinema|film|movie|projector|video
🏅	sports medal	award|gold|medal|sports|winner
⛅	sun behind cloud	behind|cloud|cloudy|sun|weather
🇦🇪	flag: united arab emirates	flag|flag:|united|arab|emirates
🇵🇪	flag: peru	flag|flag:|peru
🧜	merperson	creature|fairytale|folklore|ocean|sea|siren|trident
📮	postbox	mail|mailbox
⛳	flag in hole	flag|golf|hole|sport|in
🔽	downwards button	arrow|button|down|downwards|red
🚂	locomotive	caboose|engine|railway|steam|train|trains|travel
🏌️	person golfing	ball|birdie|caddy|driving|golf|golfing|green|person|pga|putt|range|tee
🐇	rabbit	animal|bunny|pet
🏍️	motorcycle	racing
🎲	game die	dice|die|entertainment|game
🥛	glass of milk	drink|glass|milk|of
🎣	fishing pole	entertainment|fish|fishing|pole|sport
👱	person: blond hair	blond|blond-haired|human|person|person:|hair
🎏	carp streamer	carp|celebration|streamer
🕷️	spider	animal|insect
🦍	gorilla	animal
🔘	radio button	button|geometric|radio
🐅	tiger	animal|big|cat|predator|zoo
🏇	horse racing	horse|jockey|racehorse|racing|riding|sport
🔐	locked with key	bike|closed|key|lock|locked|secure|with
🏩	love hotel	building|hotel|love
👺	goblin	angry|creature|face|fairy|fairytale|fantasy|mask|mean|monster|tale
🅱️	b button (blood type)	b|blood|button|type|(blood|type)
🚙	sport utility vehicle	car|drive|recreational|sport|sportutility|utility|vehicle
🐧	penguin	animal|antarctica|bird|ornithology
⚖️	balance scale	balance|justice|libra|scale|scales|tool|weight|zodiac
🎃	jack-o-lantern	celebration|halloween|jack|lantern|pumpkin
🌄	sunrise over mountains	morning|mountains|over|sun|sunrise
🎾	tennis	ball|racquet|sport
🐚	spiral shell	animal|beach|conch|sea|shell|spiral
🎺	trumpet	instrument|music
❇️	sparkle	*
🎫	ticket	admission|stub
⌚	watch	clock|time
🌋	volcano	eruption|mountain|nature
💒	wedding	chapel|hitched|nuptials|romance
👳	person wearing turban	person|turban|wearing
❎	cross mark button	×|button|cross|mark|multiplication|multiply|square|x
👟	running shoe	athletic|clothes|clothing|fast|kick|running|shoe|shoes|shopping|sneaker|tennis
👃	nose	body|noses|nosey|odor|smell|smells
🛌	person in bed	bed|bedtime|good|goodnight|hotel|nap|night|person|sleep|tired|zzz|in
🚓	police car	5–0|car|cops|patrol|police
⏬	fast down button	arrow|button|double|down|fast
📈	chart increasing	chart|data|graph|growth|increasing|right|trend|up|upward
⛄	snowman without snow	cold|man|snow|snowman|without
⏱️	stopwatch	clock|time
😾	pouting cat	animal|cat|face|pouting
🛫	airplane departure	aeroplane|airplane|check-in|departure|departures|plane
🤱	breast-feeding	baby|breast|feeding|mom|mother|nursing|woman
🍐	pear	fruit
☮️	peace symbol	healing|peace|peaceful|symbol
🚃	railway car	car|electric|railway|train|tram|travel|trolleybus
⏳	hourglass not done	done|flowing|hourglass|hours|not|sand|timer|waiting|yolo
🌜	last quarter moon face	dreams|face|last|moon|quarter
📹	video camera	camcorder|camera|tbt|video
🐛	bug	animal|garden|insect
👔	necktie	clothing|employed|serious|shirt|tie
👗	dress	clothes|clothing|dressed|fancy|shopping
🐌	snail	animal|escargot|garden|nature|slug
🎱	pool 8 ball	8|8ball|ball|billiard|eight|game|pool
🌰	chestnut	almond|plant
🌮	taco	mexican
🕵️	detective	sleuth|spy
🔅	dim button	brightness|button|dim|low
✉️	envelope	e-mail|email|letter
🇪🇬	flag: egypt	flag|flag:|egypt
🚑	ambulance	emergency|vehicle
📦	package	box|communication|delivery|parcel|shipping
🤥	lying face	face|liar|lie|lying|pinocchio
🔄	counterclockwise arrows button	again|anticlockwise|arrow|arrows|button|counterclockwise|deja|refresh|rewindershins|vu
🤳	selfie	camera|phone
💲	heavy dollar sign	billion|cash|charge|currency|dollar|heavy|million|money|pay|sign
🎋	tanabata tree	banner|celebration|japanese|tanabata|tree
🗓️	spiral calendar	calendar|pad|spiral
🤖	robot	face|monster
🥔	potato	food|vegetable
🆗	ok button	button|ok|okay
🔑	key	keys|lock|major|password|unlock
🇨🇳	flag: china	flag|flag:|china
🐤	baby chick	animal|baby|bird|chick|ornithology
4️⃣	keycap: 4	4|four|keycap|keycap:
🐑	ewe	animal|baa|farm|female|fluffy|lamb|sheep|wool
➰	curly loop	curl|curly|loop
👩‍🎓	woman student	graduate|student|woman
☂️	umbrella	clothing|rain
🇦🇹	flag: austria	flag|flag:|austria
🦆	duck	animal|bird|ornithology
🚌	bus	school|vehicle
💿	optical disk	blu-ray|cd|computer|disk|dvd|optical
🏥	hospital	building|doctor|medicine
🐋	whale	animal|beach|ocean
🚒	fire engine	engine|fire|truck
🏐	volleyball	ball|game
🇪🇨	flag: ecuador	flag|flag:|ecuador
🥐	croissant	bread|breakfast|crescent|food|french|roll
🎷	saxophone	instrument|music|sax
🗽	statue of liberty	liberty|new|ny|nyc|statue|york|of
🗡️	dagger	knife|weapon
🏏	cricket game	ball|bat|cricket|game
🐭	mouse face	animal|face|mouse
🙎	person pouting	disappointed|downtrodden|frown|grimace|person|pouting|scowl|sulk|upset|whine
🌑	new moon	dark|moon|new|space
🚔	oncoming police car	car|oncoming|police
🇮🇩	flag: indonesia	flag|flag:|indonesia
🚿	shower	water
🥝	kiwi fruit	food|fruit|kiwi
🕌	mosque	islam|masjid|muslim|religion
🐀	rat	animal
🛡️	shield	weapon
🔒	locked	closed|lock|private
✳️	eight-spoked asterisk	*|asterisk|eight-spoked
🕶️	sunglasses	dark|eye|eyewear|glasses
👩‍❤️‍💋‍👩	kiss: woman, woman	anniversary|babe|bae|couple|date|dating|heart|kiss|love|mwah|person|romance|together|woman|xoxo|kiss:|woman,
🎟️	admission tickets	admission|ticket|tickets
🐉	dragon	animal|fairy|fairytale|knights|tale
🔱	trident emblem	anchor|emblem|poseidon|ship|tool|trident
🔎	magnifying glass tilted right	contact|glass|lab|magnifying|right|right-pointing|science|search|tilted|tool
🇦🇺	flag: australia	flag|flag:|australia
⚰️	coffin	dead|death|vampire
🐩	poodle	animal|dog|fluffy
🦑	squid	animal|food|mollusk
🧟	zombie	apocalypse|dead|halloween|horror|scary|undead|walking
🆕	new button	button|new
🦊	fox	animal|face
👕	t-shirt	blue|casual|clothes|clothing|collar|dressed|shirt|shopping|tshirt|weekend
🏹	bow and arrow	archer|archery|arrow|bow|sagittarius|tool|weapon|zodiac|and
🇩🇿	flag: algeria	flag|flag:|algeria
👬	men holding hands	bae|bestie|bff|boys|brothers|couple|dating|flirt|friends|hand|hold|men|twins|holding|hands
🍱	bento box	bento|box|food
📰	newspaper	communication|news|paper
🥋	martial arts uniform	arts|judo|karate|martial|taekwondo|uniform
🚤	speedboat	billionaire|boat|lake|luxury|millionaire|summer|travel
🏰	castle	building|european
5️⃣	keycap: 5	5|five|keycap|keycap:
🦉	owl	animal|bird|ornithology|wise
🚢	ship	boat|passenger|travel
🌨️	cloud with snow	cloud|cold|snow|weather|with
📆	tear-off calendar	calendar|tear-off
🗝️	old key	clue|key|lock|old
🎌	crossed flags	celebration|cross|crossed|flags|japanese
🧔	person: beard	beard|bearded|person|whiskers|person:
💳	credit card	bank|card|cash|charge|credit|money|pay
🇺🇾	flag: uruguay	flag|flag:|uruguay
🥗	green salad	food|green|salad
☯️	yin yang	difficult|lives|religion|tao|taoist|total|yang|yin|yinyang
⚙️	gear	cog|cogwheel|tool
💶	euro banknote	100|bank|banknote|bill|currency|euro|money|note|rich
⛩️	shinto shrine	religion|shinto|shrine
🗻	mount fuji	fuji|mount|mountain|nature
✒️	black nib	black|nib|pen
🇺🇲	flag: u.s. outlying islands	flag|flag:|u.s.|outlying|islands
🇵🇹	flag: portugal	flag|flag:|portugal
🍠	roasted sweet potato	food|potato|roasted|sweet
👷	construction worker	build|construction|fix|hardhat|hat|man|person|rebuild|remodel|repair|work|worker
🛍️	shopping bags	bag|bags|hotel|shopping
🏎️	racing car	car|racing|zoom
🔛	on! arrow	arrow|mark|on!
🔙	back arrow	arrow|back
🗼	tokyo tower	tokyo|tower
🎖️	military medal	award|celebration|medal|military
🚺	women's room	bathroom|lavatory|restroom|room|toilet|wc|woman|women's
🐹	hamster	animal|face|pet
🥖	baguette bread	baguette|bread|food|french
🇵🇷	flag: puerto rico	flag|flag:|puerto|rico
🎡	ferris wheel	amusement|ferris|park|theme|wheel
🔍	magnifying glass tilted left	glass|lab|left|left-pointing|magnifying|science|search|tilted|tool
🏟️	stadium	
🖥️	desktop computer	computer|desktop|monitor
🌭	hot dog	dog|frankfurter|hot|hotdog|sausage
🇹🇭	flag: thailand	flag|flag:|thailand
✡️	star of david	david|jew|jewish|judaism|religion|star|of
🏒	ice hockey	game|hockey|ice|puck|stick
🛀	person taking bath	bath|bathtub|person|taking|tub
📅	calendar	date
🖋️	fountain pen	fountain|pen
🇸🇪	flag: sweden	flag|flag:|sweden
🎞️	film frames	cinema|film|frames|movie
🎪	circus tent	circus|tent
🍙	rice ball	ball|food|japanese|rice
🛁	bathtub	bath
📕	closed book	book|closed|education
👒	woman's hat	clothes|clothing|garden|hat|hats|party|woman|woman's
🖇️	linked paperclips	link|linked|paperclip|paperclips
❔	white question mark	?|mark|outlined|punctuation|question|white
🎄	christmas tree	celebration|christmas|tree
🕸️	spider web	spider|web
🥜	peanuts	food|nut|peanut|vegetable
🕴️	person in suit levitating	business|levitating|person|suit|in
🥟	dumpling	empanada|gyōza|jiaozi|pierogi|potsticker
↙️	down-left arrow	arrow|direction|down-left|intercardinal|southwest
◾	black medium-small square	black|geometric|medium-small|square
🐲	dragon face	animal|dragon|face|fairy|fairytale|tale
🏴	black flag	black|flag|waving
🦌	deer	animal
🆔	id button	button|id|identity
👛	purse	clothes|clothing|coin|dress|fancy|handbag|shopping
🚚	delivery truck	car|delivery|drive|truck|vehicle
↪️	left arrow curving right	arrow|curving|left|right
🇬🇷	flag: greece	flag|flag:|greece
📿	prayer beads	beads|clothing|necklace|prayer|religion
🌫️	fog	cloud|weather
🌂	closed umbrella	closed|clothing|rain|umbrella
🕉️	om	hindu|religion
🆚	vs button	button|versus|vs
📉	chart decreasing	chart|data|decreasing|down|downward|graph|negative|trend
🗨️	left speech bubble	balloon|bubble|dialog|left|speech
🛒	shopping cart	cart|shopping|trolley
📛	name badge	badge|name
🇳🇱	flag: netherlands	flag|flag:|netherlands
🐿️	chipmunk	animal|squirrel
🅾️	o button (blood type)	blood|button|o|type|(blood|type)
☢️	radioactive	sign
🇲🇦	flag: morocco	flag|flag:|morocco
🐃	water buffalo	animal|buffalo|water|zoo
⛽	fuel pump	diesel|fuel|fuelpump|gas|gasoline|pump|station
🅿️	p button	button|p|parking
🦇	bat	animal|vampire
⤴️	right arrow curving up	arrow|curving|right|up
⛵	sailboat	boat|resort|sailing|sea|yacht
👞	man's shoe	brown|clothes|clothing|feet|foot|kick|man|man's|shoe|shoes|shopping
🔓	unlocked	cracked|lock|open|unlock
🧞	genie	djinn|fantasy|jinn|lamp|myth|rub|wishes
⛰️	mountain	
📎	paperclip	
🦎	lizard	animal|reptile
🔌	electric plug	electric|electricity|plug
🏳️	white flag	flag|waving|white
🚽	toilet	bathroom
🍲	pot of food	food|pot|soup|stew|of
⚒️	hammer and pick	hammer|pick|tool|and
♊	gemini	horoscope|twins|zodiac
👢	woman's boot	boot|clothes|clothing|dress|shoe|shoes|shopping|woman|woman's
🧙	mage	fantasy|magic|play|sorcerer|sorceress|sorcery|spell|summon|witch|wizard
🇵🇱	flag: poland	flag|flag:|poland
⛪	church	bless|chapel|christian|cross|religion
🇧🇪	flag: belgium	flag|flag:|belgium
🎎	japanese dolls	celebration|doll|dolls|festival|japanese
🔖	bookmark	mark
🔋	battery	
📡	satellite antenna	aliens|antenna|contact|dish|satellite|science
🌇	sunset	building|dusk|sun
🏉	rugby football	ball|football|rugby|sport
👪	family	child
👖	jeans	blue|casual|clothes|clothing|denim|dressed|pants|shopping|trousers|weekend
📊	bar chart	bar|chart|data|graph
🐆	leopard	animal|big|cat|predator|zoo
🔁	repeat button	arrow|button|clockwise|repeat
🛩️	small airplane	aeroplane|airplane|plane|small
🐡	blowfish	animal|fish
🃏	joker	card|game|wildcard
👩‍💻	woman technologist	coder|computer|developer|inventor|software|technologist|woman
🌩️	cloud with lightning	cloud|lightning|weather|with
🇳🇬	flag: nigeria	flag|flag:|nigeria
🐏	ram	animal|aries|horns|male|sheep|zodiac|zoo
6️⃣	keycap: 6	6|keycap|six|keycap:
⛹️	person bouncing ball	athletic|ball|basketball|bouncing|championship|dribble|net|person|player|throw
🗯️	right anger bubble	anger|angry|balloon|bubble|mad|right
🇨🇭	flag: switzerland	flag|flag:|switzerland
🍢	oden	food|kebab|restaurant|seafood|skewer|stick
🗺️	world map	map|world
🚕	taxi	cab|cabbie|car|drive|vehicle|yellow
🇷🇺	flag: russia	flag|flag:|russia
Ⓜ️	circled m	circle|circled|m
⛱️	umbrella on ground	ground|rain|sun|umbrella|on
🏫	school	building
📀	dvd	blu-ray|cd|computer|disk|optical
🆙	up! button	button|mark|up|up!
🤼	people wrestling	combat|duel|grapple|people|ring|tournament|wrestle|wrestling
🐨	koala	animal|australia|bear|down|face|marsupial|under
🦂	scorpion	scorpio|scorpius|zodiac
💷	pound banknote	bank|banknote|bill|billion|cash|currency|money|note|pound|pounds
🥈	2nd place medal	2nd|medal|place|second|silver
👨‍💻	man technologist	coder|computer|developer|inventor|man|software|technologist
🛏️	bed	hotel|sleep
◼️	black medium square	black|geometric|medium|square
🚄	high-speed train	high-speed|railway|shinkansen|speed|train
🧖	person in steamy room	day|luxurious|pamper|person|relax|room|sauna|spa|steam|steambath|unwind|in|steamy
🎠	carousel horse	carousel|entertainment|horse
🐁	mouse	animal|animals
🗳️	ballot box with ballot	ballot|box|with
🏮	red paper lantern	bar|lantern|light|paper|red|restaurant
🥪	sandwich	bread
🌥️	sun behind large cloud	behind|cloud|sun|weather|large
🚪	door	back|closet|front
㊙️	japanese “secret” button	button|ideograph|japanese|secret|“secret”
🗞️	rolled-up newspaper	news|newspaper|paper|rolled|rolled-up
👨‍⚕️	man health worker	doctor|health|healthcare|man|nurse|therapist|worker
🖊️	pen	ballpoint
⬛	black large square	black|geometric|large|square
🆒	cool button	button|cool
🇨🇺	flag: cuba	flag|flag:|cuba
🥧	pie	apple|filling|fruit|meat|pastry|pumpkin|slice
👩‍⚕️	woman health worker	doctor|health|healthcare|nurse|therapist|woman|worker
🇳🇮	flag: nicaragua	flag|flag:|nicaragua
👨‍🎓	man student	graduate|man|student
🚧	construction	barrier
⛓️	chains	chain
🛵	motor scooter	motor|scooter
🥅	goal net	goal|net
🚅	bullet train	bullet|high-speed|nose|railway|shinkansen|speed|train|travel
🖼️	framed picture	art|frame|framed|museum|painting|picture
♿	wheelchair symbol	access|handicap|symbol|wheelchair
📏	straight ruler	angle|edge|math|ruler|straight|straightedge
🀄	mahjong red dragon	dragon|game|mahjong|red
🖌️	paintbrush	painting
🉐	japanese “bargain” button	bargain|button|ideograph|japanese|“bargain”
📬	open mailbox with raised flag	flag|mail|mailbox|open|postbox|raised|with
🚁	helicopter	copter|roflcopter|travel|vehicle
🗑️	wastebasket	can|garbage|trash|waste
🤵	person in tuxedo	formal|person|tuxedo|wedding|in
🏷️	label	tag
🌡️	thermometer	weather
🎐	wind chime	bell|celebration|chime|wind
🇯🇲	flag: jamaica	flag|flag:|jamaica
🦒	giraffe	animal|spots
🎒	backpack	backpacking|bag|bookbag|education|rucksack|satchel|school
🇵🇾	flag: paraguay	flag|flag:|paraguay
🇺🇦	flag: ukraine	flag|flag:|ukraine
🇲🇨	flag: monaco	flag|flag:|monaco
🥉	3rd place medal	3rd|bronze|medal|place|third
7️⃣	keycap: 7	7|keycap|seven|keycap:
⌛	hourglass done	done|hourglass|sand|time|timer
🌒	waxing crescent moon	crescent|dreams|moon|space|waxing
🥥	coconut	colada|palm|piña
🎅	santa claus	celebration|christmas|claus|fairy|fantasy|father|holiday|merry|santa|tale|xmas
🧕	woman with headscarf	bandana|head|headscarf|hijab|kerchief|mantilla|tichel|woman|with
🛐	place of worship	place|pray|religion|worship|of
♋	cancer	crab|horoscope|zodiac
🧑	person	adult
🇩🇴	flag: dominican republic	flag|flag:|dominican|republic
🇮🇪	flag: ireland	flag|flag:|ireland
🛸	flying saucer	aliens|extra|flying|saucer|terrestrial|ufo
🧒	child	bright-eyed|grandchild|kid|young|younger
📧	e-mail	email|letter|mail
🥢	chopsticks	hashi|jeotgarak|kuaizi
🎢	roller coaster	amusement|coaster|park|roller|theme
🐪	camel	animal|desert|dromedary|hump|one
🇮🇱	flag: israel	flag|flag:|israel
👨‍🍳	man cook	chef|cook|man
🚛	articulated lorry	articulated|car|drive|lorry|move|semi|truck|vehicle
🥄	spoon	eat|tableware
🤹	person juggling	act|balance|balancing|handle|juggle|juggling|manage|multitask|person|skill
🏢	office building	building|city|cubical|job|office
💈	barber pole	barber|cut|fresh|haircut|pole|shave
👘	kimono	clothing|comfortable
🇳🇴	flag: norway	flag|flag:|norway
🇬🇭	flag: ghana	flag|flag:|ghana
🏔️	snow-capped mountain	cold|mountain|snow|snow-capped
〽️	part alternation mark	alternation|mark|part
🚦	vertical traffic light	drove|intersection|light|signal|stop|stoplight|traffic|vertical
🇿🇦	flag: south africa	flag|flag:|south|africa
🇹🇳	flag: tunisia	flag|flag:|tunisia
💼	briefcase	office
♈	aries	horoscope|ram|zodiac
🦓	zebra	animal|stripe
🚻	restroom	bathroom|lavatory|toilet|wc
🎰	slot machine	casino|gamble|gambling|game|machine|slot|slots
◽	white medium-small square	geometric|medium-small|square|white
🦗	cricket	animal|bug|grasshopper|insect|orthoptera
🤾	person playing handball	athletics|ball|catch|chuck|handball|hurl|lob|person|pitch|playing|sport|throw|toss
👚	woman's clothes	blouse|clothes|clothing|collar|dress|dressed|lady|shirt|shopping|woman|woman's
👡	woman's sandal	clothing|sandal|shoe|woman|woman's
⛏️	pick	hammer|mining|tool
9️⃣	keycap: 9	9|keycap|nine|keycap:
🛎️	bellhop bell	bell|bellhop|hotel
🐗	boar	animal|pig
🌦️	sun behind rain cloud	behind|cloud|rain|sun|weather
🇸🇦	flag: saudi arabia	flag|flag:|saudi|arabia
🚹	men's room	bathroom|lavatory|man|men's|restroom|room|toilet|wc
🇾🇪	flag: yemen	flag|flag:|yemen
☪️	star and crescent	crescent|islam|muslim|ramadan|religion|star|and
🤺	person fencing	fencer|fencing|person|sword
🚣	person rowing boat	boat|canoe|cruise|fishing|lake|oar|paddle|person|raft|river|row|rowboat|rowing
🗿	moai	face|moyai|statue|stoneface|travel
🥘	shallow pan of food	casserole|food|paella|pan|shallow|of
🇩🇰	flag: denmark	flag|flag:|denmark
🦕	sauropod	brachiosaurus|brontosaurus|dinosaur|diplodocus
🇱🇷	flag: liberia	flag|flag:|liberia
🏕️	camping	
☣️	biohazard	sign
🌆	cityscape at dusk	at|building|city|cityscape|dusk|evening|landscape|sun|sunset
↕️	up-down arrow	arrow|up-down
📨	incoming envelope	delivering|e-mail|email|envelope|incoming|letter|mail|receive|sent
🏨	hotel	building
🕹️	joystick	game|video|videogame
👩‍🍳	woman cook	chef|cook|woman
🇨🇮	flag: côte d'ivoire	flag|flag:|côte|d'ivoire
📯	postal horn	horn|post|postal
👜	handbag	bag|clothes|clothing|dress|lady|purse|shopping
🏘️	houses	house
🐫	two-hump camel	animal|bactrian|camel|desert|hump|two|two-hump
⛺	tent	camping
👩‍🏫	woman teacher	instructor|lecturer|professor|teacher|woman
🕳️	hole	
🏯	japanese castle	building|castle|japanese
🌓	first quarter moon	first|moon|quarter|space
🌉	bridge at night	at|bridge|night
